objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll8050,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D57,http://pinakes.irht.cnrs.fr/notices/cote/53029/,http://gallica.bnf.fr/ark:/12148/btv1b11005232h?rk=1566531%3B2,BN Supplément grec 265,,17th,,Theology,Basil the Great|Athanasius,Paris,,,,,,,,,
coll8051,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D28,http://pinakes.irht.cnrs.fr/notices/cote/52798/,http://gallica.bnf.fr/ark:/12148/btv1b8593586z,BN Supplément grec 27,,12th,,Gospel lectionary,,Paris,,,,,,,,,
coll8052,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D57,http://pinakes.irht.cnrs.fr/notices/cote/53034/,http://gallica.bnf.fr/ark:/12148/btv1b11004735d?rk=386268%3B0,BN Supplément grec 270,,17th,,Misc.,,Paris,,,,,,,,,
coll8053,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D59,http://pinakes.irht.cnrs.fr/notices/cote/53042/,http://gallica.bnf.fr/ark:/12148/btv1b11004995n?rk=343349%3B2,BN Supplément grec 278 (ff. 1-303v),,18th,,Theology,,Paris,,,,,,,,,
coll8054,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D59,http://pinakes.irht.cnrs.fr/notices/cote/53042/,http://gallica.bnf.fr/ark:/12148/btv1b110049768/f1.item,BN Supplément grec 278 (ff. 303-fin),,18th,,Theology|Law,,Paris,,,,,,,,,
coll8055,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D28,https://pinakes.irht.cnrs.fr/notices/cote/52799/,https://gallica.bnf.fr/ark:/12148/btv1b11004769f,BN Supplément grec 28,,14th,,Florilegium|Theology,Marcus Eremita|Maximus the Confessor|Nicetas Stethatus|John Cassian|Dorotheus of Gaza|Anastasius Sinaita,Paris,,,,,,,,,
coll8056,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D59,http://pinakes.irht.cnrs.fr/notices/cote/53045/,http://gallica.bnf.fr/ark:/12148/btv1b11004191t?rk=600861%3B2,BN Supplément grec 284,,18th,,Theology,Gregory Nazianzus|Theodore the Studite,Paris,,,,,,,,,
coll8057,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D59,http://pinakes.irht.cnrs.fr/notices/cote/53047/,http://gallica.bnf.fr/ark:/12148/btv1b11004510k?rk=2081555%3B2,BN Supplément grec 286,,18th,,Theology|Letters,Photius,Paris,,,,,,,,,
coll8058,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D59,http://pinakes.irht.cnrs.fr/notices/cote/id/53049,http://gallica.bnf.fr/ark:/12148/btv1b52503525b/f1.image.r=.langFR,BN Supplément grec 289,,18th,,Theology,Origen,Paris,,,,,,,,,
coll8059,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D29,http://pinakes.irht.cnrs.fr/notices/cote/52800/,http://gallica.bnf.fr/ark:/12148/btv1b11004850c,BN Supplément grec 29,,12th,,Gospel lectionary,,Paris,,,,,,,,,
coll8060,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D60,https://pinakes.irht.cnrs.fr/notices/cote/53052/,http://gallica.bnf.fr/ark:/12148/btv1b10035143p?rk=2660957%3B2,BN Supplément grec 292,,17th,,History|Philosophy|Harmonics|Mathematics|Medicine,Iamblichus|Theon|Alexander Aphrodisias|Ptolemy|Galen|Sextus Empiricus|Diodorus Siculus|Stephanus Byzantinus,Paris,,,,,,,,,
coll8061,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D60,http://pinakes.irht.cnrs.fr/notices/cote/53054/,http://gallica.bnf.fr/ark:/12148/btv1b11004884d?rk=150215%3B2,BN Supplément grec 294,,18th,,Theology,,Paris,,,,,,,,,
coll8062,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D61,https://pinakes.irht.cnrs.fr/notices/cote/53055/,https://gallica.bnf.fr/ark:/12148/btv1b52515823k,BN Supplément grec 295,,18th,,Letters|Geography,,Paris,,,,,,,,,
coll8063,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D60,http://pinakes.irht.cnrs.fr/notices/cote/53055/,http://gallica.bnf.fr/ark:/12148/btv1b11005036j?rk=2875550%3B4,BN Supplément grec 295-297,,18th,,Letters,,Paris,,,,,,,,,
coll8064,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D61,https://pinakes.irht.cnrs.fr/notices/cote/53055/,http://gallica.bnf.fr/ark:/12148/btv1b11005036j?rk=2875550%3B4,BN Supplément grec 297,,18th,,Letters|Geography,,Paris,,,,,,,,,
coll8065,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D25,https://pinakes.irht.cnrs.fr/notices/cote/52775/,http://gallica.bnf.fr/ark:/12148/btv1b110052028/f1.item,BN Supplément grec 3 (2),,17th,,Medicine,Theophrastus|Dioscorides,Paris,,,,,,,,,
coll8066,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D25,http://pinakes.irht.cnrs.fr/notices/cote/52775/,http://gallica.bnf.fr/ark:/12148/btv1b11005201t,BN Supplément grec 3.1,,17th,,Medicine,Theophrastus|Dioscorides,Paris,,,,,,,,,
coll8067,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D61,http://pinakes.irht.cnrs.fr/notices/cote/53059/,http://gallica.bnf.fr/ark:/12148/btv1b11004736v?rk=300430%3B4,BN Supplément grec 301,,18th,,Geography,,Paris,,,,,,,,,
coll8068,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D61,http://pinakes.irht.cnrs.fr/notices/cote/id/53061,http://gallica.bnf.fr/ark:/12148/btv1b53069053k,BN Supplément grec 303,,16th,,Liturgy,,Paris,,,,,,,,,
coll8069,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D61,http://pinakes.irht.cnrs.fr/notices/cote/53062/,http://gallica.bnf.fr/ark:/12148/btv1b11004208m?rk=193134%3B0,BN Supplément grec 304,,16th,,Theology|Canon law,Matthew Blastares,Paris,,,,,,,,,
coll8070,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D62,http://pinakes.irht.cnrs.fr/notices/cote/53063/,http://gallica.bnf.fr/ark:/12148/btv1b11005219t?rk=965670%3B0,BN Supplément grec 305,,16th,,,George Codinus,Paris,,,,,,,,,
coll8071,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D62,http://pinakes.irht.cnrs.fr/notices/cote/53064/,http://gallica.bnf.fr/ark:/12148/btv1b11005207h?rk=4055814%3B0,BN Supplément grec 306,,16th,,Philosophy,Aristotle|Alexander Aphrodisias,Paris,,,,,,,,,
coll8072,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D62,http://pinakes.irht.cnrs.fr/notices/cote/53064/,http://gallica.bnf.fr/ark:/12148/btv1b11004442b?rk=1287560%3B0,BN Supplément grec 307,,16th,,Philosophy,Aristotle|Alexander Aphrodisias,Paris,,,,,,,,,
coll8073,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D62,http://pinakes.irht.cnrs.fr/notices/cote/53065/,http://gallica.bnf.fr/ark:/12148/btv1b11004098k,BN Supplément grec 308,,15th,,Rhetoric,Manuel II Palaeologus,Paris,,,,,,,,,
coll8074,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D63,http://pinakes.irht.cnrs.fr/notices/cote/id/53066,http://gallica.bnf.fr/ark:/12148/btv1b8593567m,BN Supplément grec 309,,15th,,Rhetoric,Manuel II Palaeologus,Paris,,,,,,,,,
coll8075,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D62,http://pinakes.irht.cnrs.fr/notices/cote/53067/,http://gallica.bnf.fr/ark:/12148/btv1b110001455,BN Supplément grec 310,,16th,,Grammar,Theodore of Gaza|Sophocles,Paris,,,,,,,,,
coll8076,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D63,http://pinakes.irht.cnrs.fr/notices/cote/53069/,http://gallica.bnf.fr/ark:/12148/btv1b110046262?rk=557942%3B4,BN Supplément grec 314,,14th,,Philosophy,Aristotle|Alexander Aphrodisias,Paris,,,,,,,,,
coll8077,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D63,http://pinakes.irht.cnrs.fr/notices/cote/53071/,http://gallica.bnf.fr/ark:/12148/btv1b110047718?rk=64378%3B0,BN Supplément grec 316,,16th,,Literature,John Tzetzes,Paris,,,,,,,,,
coll8078,http://hdl.handle.net/2027/njp.32101067625663?urlappend=%3Bseq%3D256,http://pinakes.irht.cnrs.fr/notices/cote/id/53072,http://gallica.bnf.fr/ark:/12148/btv1b52505646p,BN Supplément grec 317,,17th,,Canon law|Church councils,,Paris,,,,,,,,,
coll8079,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D63,https://pinakes.irht.cnrs.fr/notices/cote/53074/,https://gallica.bnf.fr/ark:/12148/btv1b52513509m?rk=193134%3B0,BN Supplément grec 319,,16th,,Anthologion,Stobaeus,Paris,,,,,,,,,
coll8080,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D29,http://pinakes.irht.cnrs.fr/notices/cote/52803/,http://gallica.bnf.fr/ark:/12148/btv1b110000969,BN Supplément grec 32,,12th,,Gospel lectionary,,Paris,,,,,,,,,
coll8081,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D63,http://pinakes.irht.cnrs.fr/notices/cote/53077/,http://gallica.bnf.fr/ark:/12148/btv1b11004092w?rk=579402%3B0,BN Supplément grec 322,,15th,,Grammar,,Paris,,,,,,,,,
coll8082,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D64,http://pinakes.irht.cnrs.fr/notices/cote/53080/,http://gallica.bnf.fr/ark:/12148/btv1b11005178g?rk=1738206%3B0,BN Supplément grec 325,,17th,,Canon law,Theodore Balsamon,Paris,,,,,,,,,
coll8083,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D64,http://pinakes.irht.cnrs.fr/notices/cote/53082/,http://gallica.bnf.fr/ark:/12148/btv1b110047233?rk=1480694%3B0,BN Supplément grec 327,,16th,,History,George Syncellus|Theophanes Confessor,Paris,,,,,,,,,
coll8084,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D64,https://pinakes.irht.cnrs.fr/notices/cote/53083/,https://gallica.bnf.fr/ark:/12148/btv1b525157844,BN Supplément grec 328,,16th,,Astronomy,Hipparchus,Paris,,,,,,,,,
coll8085,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D29,http://pinakes.irht.cnrs.fr/notices/cote/52804/,http://gallica.bnf.fr/ark:/12148/btv1b11004851t,BN Supplément grec 33,,12th,,Gospel lectionary,,Paris,,,,,,,,,
coll8086,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D64,http://pinakes.irht.cnrs.fr/notices/cote/53086/,http://gallica.bnf.fr/ark:/12148/btv1b11000187q,BN Supplément grec 331,,17th,,Theology,,Paris,,,,,,,,,
coll8087,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D64,http://pinakes.irht.cnrs.fr/notices/cote/53087/,http://gallica.bnf.fr/ark:/12148/btv1b110047396?rk=3068684%3B4,BN Supplément grec 332,,15th,,Philosophy,Aristotle,Paris,,,,,,,,,
coll8088,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D64,http://pinakes.irht.cnrs.fr/notices/cote/53088/,http://gallica.bnf.fr/ark:/12148/btv1b11004973x?rk=708158%3B0,BN Supplément grec 333,,16th,,Philosophy,Aristotle,Paris,,,,,,,,,
coll8089,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D65,http://pinakes.irht.cnrs.fr/notices/cote/53089/,http://gallica.bnf.fr/ark:/12148/btv1b110052206?rk=1845502%3B4,BN Supplément grec 334,,16th,,Letters,Basil the Great|Gregory Nazianzus,Paris,,,,,,,,,
coll8090,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D65,http://pinakes.irht.cnrs.fr/notices/cote/53090/,http://gallica.bnf.fr/ark:/12148/btv1b11004159r?rk=278971%3B2,BN Supplément grec 335,,16th,,Harmonics,Ptolemy,Paris,,,,,,,,,
coll8091,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D65,http://pinakes.irht.cnrs.fr/notices/cote/53091/,http://gallica.bnf.fr/ark:/12148/btv1b110011838,BN Supplément grec 336,,16th,,Philosophy,Proclus|Theon,Paris,,,,,,,,,
coll8092,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D65,http://pinakes.irht.cnrs.fr/notices/cote/53092/,http://gallica.bnf.fr/ark:/12148/btv1b11004107s,BN Supplément grec 337,,16th,,Theology,Ps.-Dionysius,Paris,,,,,,,,,
coll8093,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D65,http://pinakes.irht.cnrs.fr/notices/cote/53093/,http://gallica.bnf.fr/ark:/12148/btv1b110052369?rk=193134%3B0,BN Supplément grec 338,,14th,,Medicine,Paul of Aegina,Paris,,,,,,,,,
coll8094,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D29,http://pinakes.irht.cnrs.fr/notices/cote/52805/,http://gallica.bnf.fr/ark:/12148/btv1b11004044q,BN Supplément grec 34,,16th,,Theology,,Paris,,,,,,,,,
coll8095,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D65,http://pinakes.irht.cnrs.fr/notices/cote/53095/,http://gallica.bnf.fr/ark:/12148/btv1b110049800?rk=2124474%3B0,BN Supplément grec 340,,16th,,Philosophy,Proclus|Alexander Aphrodisias|Michael of Ephesus|Aristotle,Paris,,,,,,,,,
coll8096,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D65,http://pinakes.irht.cnrs.fr/notices/cote/53096/,http://gallica.bnf.fr/ark:/12148/btv1b11004172f?rk=901292%3B0,BN Supplément grec 341,,16th,,Florilegium|Poems|Theology|Christus patiens,Gregory of Nyssa|Plethon|Ignatius of Antioch,Paris,,,,,,,,,
coll8097,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D66,http://pinakes.irht.cnrs.fr/notices/cote/53098/,http://gallica.bnf.fr/ark:/12148/btv1b11000200n,BN Supplément grec 343,,12th,,Psalter,,Paris,,,,,,,,,
coll8098,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D30,http://pinakes.irht.cnrs.fr/notices/cote/52806/,http://gallica.bnf.fr/ark:/12148/btv1b110047038,BN Supplément grec 35,,16th,,Medicine,Galen,Paris,,,,,,,,,
coll8099,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D66,http://pinakes.irht.cnrs.fr/notices/cote/53102/,http://gallica.bnf.fr/ark:/12148/btv1b11000151s,BN Supplément grec 352,,13th,,History|Animals|Letters|Agriculture,Aelian,Paris,,,,,,,,,
coll8100,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D67,http://pinakes.irht.cnrs.fr/notices/cote/53106/,http://gallica.bnf.fr/ark:/12148/btv1b11004474g?rk=2467823%3B2,BN Supplément grec 356,,18th,,,Aristophanes,Paris,,,,,,,,,
coll8101,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D30,http://pinakes.irht.cnrs.fr/notices/cote/52807/,http://gallica.bnf.fr/ark:/12148/btv1b11005210s,BN Supplément grec 36,,16th,,Geography,Dionysius Periegetes,Paris,,,,,,,,,
coll8102,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D30,http://pinakes.irht.cnrs.fr/notices/cote/52808/,http://gallica.bnf.fr/ark:/12148/btv1b110041282,BN Supplément grec 37,,16th,,Rhetoric,Theodore Lascaris,Paris,,,,,,,,,
coll8103,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D67,http://pinakes.irht.cnrs.fr/notices/cote/53126/,http://gallica.bnf.fr/ark:/12148/btv1b11005082t?rk=236052%3B4,BN Supplément grec 376,,18th,,,Euripides,Paris,,,,,,,,,
coll8104,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D30,https://pinakes.irht.cnrs.fr/notices/cote/52809/,https://gallica.bnf.fr/ark:/12148/btv1b11004141r,BN Supplément grec 38,,16th,,Astronomy,Theon|Ptolemy,Paris,,,,,,,,,
coll8105,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D68,http://pinakes.irht.cnrs.fr/notices/cote/53131/,http://gallica.bnf.fr/ark:/12148/btv1b11004974c?rk=879832%3B4,BN Supplément grec 383,,18th,,Animals,Hesiod|Oppianus,Paris,,,,,,,,,
coll8106,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D68,http://pinakes.irht.cnrs.fr/notices/cote/53132/,http://gallica.bnf.fr/ark:/12148/btv1b8470199g,BN Supplément grec 384,,10th,,Poems|Oracula|Mathematics|Epigrammata,,Paris,,,,,,,,,
coll8107,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D68,http://pinakes.irht.cnrs.fr/notices/cote/53135/,http://gallica.bnf.fr/ark:/12148/btv1b11000116c,BN Supplément grec 387,,14th,,Astronomy|Geometry|Mathematics,Hero of Alexandria|Diophantus|Hipparchus|Didymus,Paris,,,,,,,,,
coll8108,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D69,http://pinakes.irht.cnrs.fr/notices/cote/id/53136,http://gallica.bnf.fr/ark:/12148/btv1b8470200p,BN Supplément grec 388,,10th,,Misc.,Homer,Paris,,,,,,,,,
coll8109,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D69,http://pinakes.irht.cnrs.fr/notices/cote/53138/,http://gallica.bnf.fr/ark:/12148/btv1b110050838?rk=4377704%3B0,BN Supplément grec 390,,18th,,,Sophocles|Euripides,Paris,,,,,,,,,
coll8110,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D69,http://pinakes.irht.cnrs.fr/notices/cote/53140/,http://gallica.bnf.fr/ark:/12148/btv1b110041371?rk=236052%3B4,BN Supplément grec 392,,18th,,Animals,Oppianus|Apollonius|Lucian|Homer|Lycophron,Paris,,,,,,,,,
coll8111,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D70,http://pinakes.irht.cnrs.fr/notices/cote/53141/,http://gallica.bnf.fr/ark:/12148/btv1b11004112z,BN Supplément grec 393,,15th,,,Euripides,Paris,,,,,,,,,
coll8112,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D70,http://pinakes.irht.cnrs.fr/notices/cote/53143/,http://gallica.bnf.fr/ark:/12148/btv1b110048706?rk=879832%3B4,BN Supplément grec 395,,17th,,Theology|Rhetoric|Oracula,Aristophanes|Theodoret Bishop of Cyrrhus|Dionysius Halicarnasseus|Hermes,Paris,,,,,,,,,
coll8113,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D70,http://pinakes.irht.cnrs.fr/notices/cote/53145/,http://gallica.bnf.fr/ark:/12148/btv1b11004731m?rk=579402%3B0,BN Supplément grec 399,,16th,,Theology,Athanasius|Gregory of Nyssa|John Chrysostom,Paris,,,,,,,,,
coll8114,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D25,http://pinakes.irht.cnrs.fr/notices/cote/52776/,http://gallica.bnf.fr/ark:/12148/btv1b110048278,BN Supplément grec 4,,18th,,Anthologion,,Paris,,,,,,,,,
coll8115,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D72,http://pinakes.irht.cnrs.fr/notices/cote/53152/,http://gallica.bnf.fr/ark:/12148/btv1b11004889n?rk=64378%3B0,BN Supplément grec 407,,16th,,Theology|Rhetoric|History,Theophanes continuatus,Paris,,,,,,,,,
coll8116,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D72,http://pinakes.irht.cnrs.fr/notices/cote/53155/,http://gallica.bnf.fr/ark:/12148/btv1b11005081c?rk=1866962%3B0,BN Supplément grec 411,,17th,,Poems,,Paris,,,,,,,,,
coll8117,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D73,http://pinakes.irht.cnrs.fr/notices/cote/53160/,http://gallica.bnf.fr/ark:/12148/btv1b11004876w?rk=21459%3B2,BN Supplément grec 418,,18th,,Theology|Index codicum,Basil the Great,Paris,,,,,,,,,
coll8118,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D73,https://pinakes.irht.cnrs.fr/notices/cote/53164/,http://gallica.bnf.fr/ark:/12148/btv1b11005227b?rk=729617%3B2,BN Supplément grec 422,,17th,,Theology,John Chrysostom,Paris,,,,,,,,,
coll8119,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D73,http://pinakes.irht.cnrs.fr/notices/cote/53164/,http://gallica.bnf.fr/ark:/12148/btv1b11005227b?rk=729617%3B2,BN Supplément grec 422-423,,18th,,Theology,John Chrysostom,Paris,,,,,,,,,
coll8120,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D73,http://pinakes.irht.cnrs.fr/notices/cote/53165/,http://gallica.bnf.fr/ark:/12148/btv1b11004467d?rk=622320%3B4,BN Supplément grec 424,,17th,,Theology,Cyril of Alexandria,Paris,,,,,,,,,
coll8121,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D73,http://pinakes.irht.cnrs.fr/notices/cote/id/53166,http://gallica.bnf.fr/ark:/12148/btv1b52501872h,BN Supplément grec 425,,18th,,,Cyril of Alexandria,Paris,,,,,,,,,
coll8122,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D73,http://pinakes.irht.cnrs.fr/notices/cote/53169/,http://gallica.bnf.fr/ark:/12148/btv1b11004479q?rk=772536%3B0,BN Supplément grec 428,,17th,,Theology,Origen,Paris,,,,,,,,,
coll8123,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D31,http://pinakes.irht.cnrs.fr/notices/cote/52814/,http://gallica.bnf.fr/ark:/12148/btv1b11004891g,BN Supplément grec 43,,15th,,Theology,Gregory Nazianzus|Ephraem|Basil the Great|Gregory of Cyprus,Paris,,,,,,,,,
coll8124,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D74,https://pinakes.irht.cnrs.fr/notices/cote/53173/,https://gallica.bnf.fr/ark:/12148/btv1b52517193h,BN Supplément grec 441,,17th|18th,,Saints lives|Letters,Synesius,Paris,,,,,,,,,
coll8125,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D74,http://pinakes.irht.cnrs.fr/notices/cote/53175/,http://gallica.bnf.fr/ark:/12148/btv1b11000074k,BN Supplément grec 443,,13th,,Geography,,Paris,,,,,,,,,
coll8126,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D74,http://pinakes.irht.cnrs.fr/notices/cote/53176/,http://gallica.bnf.fr/ark:/12148/btv1b11004972g?rk=3454952%3B4,BN Supplément grec 443A,,13th,,Geography,,Paris,,,,,,,,,
coll8127,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D74,http://pinakes.irht.cnrs.fr/notices/cote/53177/,http://gallica.bnf.fr/ark:/12148/btv1b11000191f,BN Supplément grec 444,,15th,,Synaxarion,Homer,Paris,,,,,,,,,
coll8128,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D74,http://pinakes.irht.cnrs.fr/notices/cote/53177/,http://gallica.bnf.fr/ark:/12148/btv1b110050944?rk=3240359%3B2,BN Supplément grec 444 (autre num.),,15th,,,Homer,Paris,,,,,,,,,
coll8129,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D74,http://pinakes.irht.cnrs.fr/notices/cote/id/53178,http://gallica.bnf.fr/ark:/12148/btv1b52500278k,BN Supplément grec 445,,19th,,Medicine,Aretaeus,Paris,,,,,,,,,
coll8130,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D74,http://pinakes.irht.cnrs.fr/notices/cote/53179/,http://gallica.bnf.fr/ark:/12148/btv1b11004080k,BN Supplément grec 446,,10th,,Medicine,Galen|Hippocrates,Paris,,,,,,,,,
coll8131,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D75,http://pinakes.irht.cnrs.fr/notices/cote/53180/,http://gallica.bnf.fr/ark:/12148/btv1b11004125q,BN Supplément grec 447,,14th,,Medicine,Galen|Hippocrates,Paris,,,,,,,,,
coll8132,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D75,http://pinakes.irht.cnrs.fr/notices/cote/53188/,http://gallica.bnf.fr/ark:/12148/btv1b11004779v/f2.item,BN Supplément grec 448H,,18th|19th,,Romance,,Paris,,,,,,,,,
coll8133,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D75,http://pinakes.irht.cnrs.fr/notices/cote/53189/,http://gallica.bnf.fr/ark:/12148/btv1b110040957,BN Supplément grec 448I.1-2,,18th|19th,,Poems,,Paris,,,,,,,,,
coll8134,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D75,http://pinakes.irht.cnrs.fr/notices/cote/53191/,http://gallica.bnf.fr/ark:/12148/btv1b11004147f?rk=128756%3B0,BN Supplément grec 449,,15th,,Harmonics,Ptolemy|Porphyry|Pappus|Euclid,Paris,,,,,,,,,
coll8135,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D31,http://pinakes.irht.cnrs.fr/notices/cote/id/52816,http://gallica.bnf.fr/ark:/12148/btv1b52503122g,BN Supplément grec 45,,17th,,Misc.,,Paris,,,,,,,,,
coll8136,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D75,http://pinakes.irht.cnrs.fr/notices/cote/53192/,http://gallica.bnf.fr/ark:/12148/btv1b110046942?rk=193134%3B0,BN Supplément grec 450,,15th,,Philosophy|Mathematics,Nicomachus of Gerasa|Theon|George Pachymeres|Ptolemy|Theophrastus|Porphyry|Proclus,Paris,,,,,,,,,
coll8137,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D76,http://pinakes.irht.cnrs.fr/notices/cote/53193/,http://gallica.bnf.fr/ark:/12148/btv1b110041784?rk=300430%3B4,BN Supplément grec 451,,15th|16th,,Geometry,,Paris,,,,,,,,,
coll8138,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D76,http://pinakes.irht.cnrs.fr/notices/cote/53194/,http://gallica.bnf.fr/ark:/12148/btv1b110044820?rk=171674%3B4,BN Supplément grec 452,,16th,,Agriculture,Hero of Alexandria|Constantine VII Porphyrogenitus,Paris,,,,,,,,,
coll8139,http://hdl.handle.net/2027/mdp.39015028850546?urlappend=%3Bseq%3D76,http://pinakes.irht.cnrs.fr/notices/cote/53196/,http://gallica.bnf.fr/ark:/12148/btv1b110041945?rk=815454%3B4,BN Supplément grec 454,,18th,,Astronomy,,Paris,,,,,,,,,
